"ISCO08","TIME","GEO","UNIT","Value","Flag and Footnotes"
"Medical doctors","2001","Iceland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2001","Liechtenstein","Full time equivalent per hundred thousand inhabitants","16.57",""
"Medical doctors","2001","Norway","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2001","Switzerland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2001","Montenegro","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2001","Former Yugoslav Republic of Macedonia, the","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2001","Albania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2001","Serbia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2001","Turkey","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Belgium","Full time equivalent per hundred thousand inhabitants","54.23",""
"Medical doctors","2002","Bulgaria","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Czechia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Denmark","Full time equivalent per hundred thousand inhabitants","207.02",""
"Medical doctors","2002","Germany (until 1990 former territory of the FRG)","Full time equivalent per hundred thousand inhabitants","146.69",""
"Medical doctors","2002","Estonia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Ireland","Full time equivalent per hundred thousand inhabitants","128.21",""
"Medical doctors","2002","Greece","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Spain","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","France","Full time equivalent per hundred thousand inhabitants","149.60",""
"Medical doctors","2002","Croatia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Italy","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Cyprus","Full time equivalent per hundred thousand inhabitants","70.81",""
"Medical doctors","2002","Latvia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Lithuania","Full time equivalent per hundred thousand inhabitants","250.56",""
"Medical doctors","2002","Luxembourg","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Hungary","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Malta","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Netherlands","Full time equivalent per hundred thousand inhabitants","88.17",""
"Medical doctors","2002","Austria","Full time equivalent per hundred thousand inhabitants","221.32",""
"Medical doctors","2002","Poland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Portugal","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Romania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Slovenia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Slovakia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Finland","Full time equivalent per hundred thousand inhabitants","132.26",""
"Medical doctors","2002","United Kingdom","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Iceland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Liechtenstein","Full time equivalent per hundred thousand inhabitants","19.77",""
"Medical doctors","2002","Norway","Full time equivalent per hundred thousand inhabitants","190.14",""
"Medical doctors","2002","Switzerland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Montenegro","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Former Yugoslav Republic of Macedonia, the","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Albania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Serbia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2002","Turkey","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Belgium","Full time equivalent per hundred thousand inhabitants","56.41",""
"Medical doctors","2003","Bulgaria","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Czechia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Denmark","Full time equivalent per hundred thousand inhabitants","209.83",""
"Medical doctors","2003","Germany (until 1990 former territory of the FRG)","Full time equivalent per hundred thousand inhabitants","147.82",""
"Medical doctors","2003","Estonia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Ireland","Full time equivalent per hundred thousand inhabitants","126.91",""
"Medical doctors","2003","Greece","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Spain","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","France","Full time equivalent per hundred thousand inhabitants","151.85",""
"Medical doctors","2003","Croatia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Italy","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Cyprus","Full time equivalent per hundred thousand inhabitants","68.63",""
"Medical doctors","2003","Latvia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Lithuania","Full time equivalent per hundred thousand inhabitants","246.45",""
"Medical doctors","2003","Luxembourg","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Hungary","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Malta","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Netherlands","Full time equivalent per hundred thousand inhabitants","91.81",""
"Medical doctors","2003","Austria","Full time equivalent per hundred thousand inhabitants","225.11",""
"Medical doctors","2003","Poland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Portugal","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Romania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Slovenia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Slovakia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Finland","Full time equivalent per hundred thousand inhabitants","132.72",""
"Medical doctors","2003","United Kingdom","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Iceland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Liechtenstein","Full time equivalent per hundred thousand inhabitants","18.22",""
"Medical doctors","2003","Norway","Full time equivalent per hundred thousand inhabitants","200.58",""
"Medical doctors","2003","Switzerland","Full time equivalent per hundred thousand inhabitants","186.36",""
"Medical doctors","2003","Montenegro","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Former Yugoslav Republic of Macedonia, the","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Albania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2003","Serbia","Full time equivalent per hundred thousand inhabitants","131.37",""
"Medical doctors","2003","Turkey","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Belgium","Full time equivalent per hundred thousand inhabitants","57.29",""
"Medical doctors","2004","Bulgaria","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Czechia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Denmark","Full time equivalent per hundred thousand inhabitants","217.43",""
"Medical doctors","2004","Germany (until 1990 former territory of the FRG)","Full time equivalent per hundred thousand inhabitants","151.49",""
"Medical doctors","2004","Estonia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Ireland","Full time equivalent per hundred thousand inhabitants","129.75",""
"Medical doctors","2004","Greece","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Spain","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","France","Full time equivalent per hundred thousand inhabitants","154.16",""
"Medical doctors","2004","Croatia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Italy","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Cyprus","Full time equivalent per hundred thousand inhabitants","73.00",""
"Medical doctors","2004","Latvia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Lithuania","Full time equivalent per hundred thousand inhabitants","245.58",""
"Medical doctors","2004","Luxembourg","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Hungary","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Malta","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Netherlands","Full time equivalent per hundred thousand inhabitants","95.03",""
"Medical doctors","2004","Austria","Full time equivalent per hundred thousand inhabitants","225.43",""
"Medical doctors","2004","Poland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Portugal","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Romania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Slovenia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Slovakia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Finland","Full time equivalent per hundred thousand inhabitants","132.65",""
"Medical doctors","2004","United Kingdom","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Iceland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Liechtenstein","Full time equivalent per hundred thousand inhabitants","19.31",""
"Medical doctors","2004","Norway","Full time equivalent per hundred thousand inhabitants","205.34",""
"Medical doctors","2004","Switzerland","Full time equivalent per hundred thousand inhabitants","192.56",""
"Medical doctors","2004","Montenegro","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Former Yugoslav Republic of Macedonia, the","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Albania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2004","Serbia","Full time equivalent per hundred thousand inhabitants","132.18",""
"Medical doctors","2004","Turkey","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2005","Belgium","Full time equivalent per hundred thousand inhabitants","53.62",""
"Medical doctors","2005","Bulgaria","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2005","Czechia","Full time equivalent per hundred thousand inhabitants","175.18",""
"Medical doctors","2005","Denmark","Full time equivalent per hundred thousand inhabitants","224.97",""
"Medical doctors","2005","Germany (until 1990 former territory of the FRG)","Full time equivalent per hundred thousand inhabitants","156.42",""
"Medical doctors","2005","Estonia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2005","Ireland","Full time equivalent per hundred thousand inhabitants","132.14",""
"Medical doctors","2005","Greece","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2005","Spain","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2005","France","Full time equivalent per hundred thousand inhabitants","154.77",""
"Medical doctors","2005","Croatia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2005","Italy","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2005","Cyprus","Full time equivalent per hundred thousand inhabitants","65.72",""
"Medical doctors","2005","Latvia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2005","Lithuania","Full time equivalent per hundred thousand inhabitants","248.57",""
"Medical doctors","2005","Luxembourg","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2005","Hungary","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2005","Malta","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2005","Netherlands","Full time equivalent per hundred thousand inhabitants","91.97",""
"Medical doctors","2005","Austria","Full time equivalent per hundred thousand inhabitants","226.27",""
"Medical doctors","2005","Poland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2005","Portugal","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2005","Romania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2005","Slovenia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2005","Slovakia","Full time equivalent per hundred thousand inhabitants","138.95",""
"Medical doctors","2005","Finland","Full time equivalent per hundred thousand inhabitants","133.91",""
"Medical doctors","2005","United Kingdom","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2005","Iceland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2005","Liechtenstein","Full time equivalent per hundred thousand inhabitants","21.58",""
"Medical doctors","2005","Norway","Full time equivalent per hundred thousand inhabitants","214.00",""
"Medical doctors","2005","Switzerland","Full time equivalent per hundred thousand inhabitants","205.43",""
"Medical doctors","2005","Montenegro","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2005","Former Yugoslav Republic of Macedonia, the","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2005","Albania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2005","Serbia","Full time equivalent per hundred thousand inhabitants","130.16",""
"Medical doctors","2005","Turkey","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2006","Belgium","Full time equivalent per hundred thousand inhabitants","55.19",""
"Medical doctors","2006","Bulgaria","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2006","Czechia","Full time equivalent per hundred thousand inhabitants","176.92",""
"Medical doctors","2006","Denmark","Full time equivalent per hundred thousand inhabitants","235.28",""
"Medical doctors","2006","Germany (until 1990 former territory of the FRG)","Full time equivalent per hundred thousand inhabitants","160.24",""
"Medical doctors","2006","Estonia","Full time equivalent per hundred thousand inhabitants","197.51",""
"Medical doctors","2006","Ireland","Full time equivalent per hundred thousand inhabitants","135.69",""
"Medical doctors","2006","Greece","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2006","Spain","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2006","France","Full time equivalent per hundred thousand inhabitants","156.87",""
"Medical doctors","2006","Croatia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2006","Italy","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2006","Cyprus","Full time equivalent per hundred thousand inhabitants","71.71",""
"Medical doctors","2006","Latvia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2006","Lithuania","Full time equivalent per hundred thousand inhabitants","252.47",""
"Medical doctors","2006","Luxembourg","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2006","Hungary","Full time equivalent per hundred thousand inhabitants","135.34",""
"Medical doctors","2006","Malta","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2006","Netherlands","Full time equivalent per hundred thousand inhabitants","105.10",""
"Medical doctors","2006","Austria","Full time equivalent per hundred thousand inhabitants","230.03",""
"Medical doctors","2006","Poland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2006","Portugal","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2006","Romania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2006","Slovenia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2006","Slovakia","Full time equivalent per hundred thousand inhabitants","136.56",""
"Medical doctors","2006","Finland","Full time equivalent per hundred thousand inhabitants","135.89",""
"Medical doctors","2006","United Kingdom","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2006","Iceland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2006","Liechtenstein","Full time equivalent per hundred thousand inhabitants","21.52",""
"Medical doctors","2006","Norway","Full time equivalent per hundred thousand inhabitants","217.39",""
"Medical doctors","2006","Switzerland","Full time equivalent per hundred thousand inhabitants","207.87",""
"Medical doctors","2006","Montenegro","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2006","Former Yugoslav Republic of Macedonia, the","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2006","Albania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2006","Serbia","Full time equivalent per hundred thousand inhabitants","132.17",""
"Medical doctors","2006","Turkey","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2007","Belgium","Full time equivalent per hundred thousand inhabitants","56.78",""
"Medical doctors","2007","Bulgaria","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2007","Czechia","Full time equivalent per hundred thousand inhabitants","180.53",""
"Medical doctors","2007","Denmark","Full time equivalent per hundred thousand inhabitants","240.03",""
"Medical doctors","2007","Germany (until 1990 former territory of the FRG)","Full time equivalent per hundred thousand inhabitants","162.89",""
"Medical doctors","2007","Estonia","Full time equivalent per hundred thousand inhabitants","201.90",""
"Medical doctors","2007","Ireland","Full time equivalent per hundred thousand inhabitants","138.45",""
"Medical doctors","2007","Greece","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2007","Spain","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2007","France","Full time equivalent per hundred thousand inhabitants","161.24",""
"Medical doctors","2007","Croatia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2007","Italy","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2007","Cyprus","Full time equivalent per hundred thousand inhabitants","73.73",""
"Medical doctors","2007","Latvia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2007","Lithuania","Full time equivalent per hundred thousand inhabitants","256.60",""
"Medical doctors","2007","Luxembourg","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2007","Hungary","Full time equivalent per hundred thousand inhabitants","126.81",""
"Medical doctors","2007","Malta","Full time equivalent per hundred thousand inhabitants","167.73",""
"Medical doctors","2007","Netherlands","Full time equivalent per hundred thousand inhabitants","111.16",""
"Medical doctors","2007","Austria","Full time equivalent per hundred thousand inhabitants","233.86",""
"Medical doctors","2007","Poland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2007","Portugal","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2007","Romania","Full time equivalent per hundred thousand inhabitants","103.81",""
"Medical doctors","2007","Slovenia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2007","Slovakia","Full time equivalent per hundred thousand inhabitants","149.70",""
"Medical doctors","2007","Finland","Full time equivalent per hundred thousand inhabitants","146.99",""
"Medical doctors","2007","United Kingdom","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2007","Iceland","Full time equivalent per hundred thousand inhabitants","190.76",""
"Medical doctors","2007","Liechtenstein","Full time equivalent per hundred thousand inhabitants","22.80",""
"Medical doctors","2007","Norway","Full time equivalent per hundred thousand inhabitants","223.25",""
"Medical doctors","2007","Switzerland","Full time equivalent per hundred thousand inhabitants","215.33",""
"Medical doctors","2007","Montenegro","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2007","Former Yugoslav Republic of Macedonia, the","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2007","Albania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2007","Serbia","Full time equivalent per hundred thousand inhabitants","136.49",""
"Medical doctors","2007","Turkey","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2008","Belgium","Full time equivalent per hundred thousand inhabitants","56.31",""
"Medical doctors","2008","Bulgaria","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2008","Czechia","Full time equivalent per hundred thousand inhabitants","182.77",""
"Medical doctors","2008","Denmark","Full time equivalent per hundred thousand inhabitants","243.48",""
"Medical doctors","2008","Germany (until 1990 former territory of the FRG)","Full time equivalent per hundred thousand inhabitants","165.63",""
"Medical doctors","2008","Estonia","Full time equivalent per hundred thousand inhabitants","206.73",""
"Medical doctors","2008","Ireland","Full time equivalent per hundred thousand inhabitants","136.86",""
"Medical doctors","2008","Greece","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2008","Spain","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2008","France","Full time equivalent per hundred thousand inhabitants","163.65",""
"Medical doctors","2008","Croatia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2008","Italy","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2008","Cyprus","Full time equivalent per hundred thousand inhabitants","77.92",""
"Medical doctors","2008","Latvia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2008","Lithuania","Full time equivalent per hundred thousand inhabitants","287.21",""
"Medical doctors","2008","Luxembourg","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2008","Hungary","Full time equivalent per hundred thousand inhabitants","135.12",""
"Medical doctors","2008","Malta","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2008","Netherlands","Full time equivalent per hundred thousand inhabitants","113.74",""
"Medical doctors","2008","Austria","Full time equivalent per hundred thousand inhabitants","239.13",""
"Medical doctors","2008","Poland","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2008","Portugal","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2008","Romania","Full time equivalent per hundred thousand inhabitants","112.08",""
"Medical doctors","2008","Slovenia","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2008","Slovakia","Full time equivalent per hundred thousand inhabitants","143.70",""
"Medical doctors","2008","Finland","Full time equivalent per hundred thousand inhabitants","149.54",""
"Medical doctors","2008","United Kingdom","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2008","Iceland","Full time equivalent per hundred thousand inhabitants","184.89",""
"Medical doctors","2008","Liechtenstein","Full time equivalent per hundred thousand inhabitants","25.29",""
"Medical doctors","2008","Norway","Full time equivalent per hundred thousand inhabitants","223.10",""
"Medical doctors","2008","Switzerland","Full time equivalent per hundred thousand inhabitants","216.58",""
"Medical doctors","2008","Montenegro","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2008","Former Yugoslav Republic of Macedonia, the","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2008","Albania","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2008","Serbia","Full time equivalent per hundred thousand inhabitants","143.74",""
"Medical doctors","2008","Turkey","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2009","Belgium","Full time equivalent per hundred thousand inhabitants","56.40",""
"Medical doctors","2009","Bulgaria","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2009","Czechia","Full time equivalent per hundred thousand inhabitants","185.75",""
"Medical doctors","2009","Denmark","Full time equivalent per hundred thousand inhabitants","251.42",""
"Medical doctors","2009","Germany (until 1990 former territory of the FRG)","Full time equivalent per hundred thousand inhabitants","169.71",""
"Medical doctors","2009","Estonia","Full time equivalent per hundred thousand inhabitants","202.35",""
"Medical doctors","2009","Ireland","Full time equivalent per hundred thousand inhabitants","134.92",""
"Medical doctors","2009","Greece","Full time equivalent per hundred thousand inhabitants",":",""
"Medical doctors","2009","Spain","Full time equivalent per hundred thousand inhabitants",":",""
